OBJECTID,DATE,Facility_Type,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_George_s,Queen_Anne_s,Somerset,St_Mary_s,Talbot,Washington,Wicomico,Worcester
558,12/16/2020 10:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0
559,12/16/2020 10:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",364,450,1888,1164,38,3,252,116,83,45,416,119,196,395,28,1705,576,38,0,0,27,362,87,112
560,12/16/2020 10:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",465,621,2407,1467,43,0,473,236,159,75,439,115,307,436,64,2152,969,50,0,0,15,468,143,151
561,12/16/2020 10:00,Staff: State and Local Affected Facilities,266,338,111,431,0,11,76,27,0,9,14,40,0,61,2,15,85,0,0,0,0,196,35,26
562,12/16/2020 10:00,Patients: State and Local Affected Facilities,0,9,111,5,0,2,47,98,0,1,0,0,0,46,0,0,28,0,0,0,0,2,21,16
563,12/16/2020 10:00,Inmates: State and Local Affected Facilities,0,425,412,412,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0
564,12/16/2020 10:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0
589,12/23/2020 10:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",404,488,2010,1201,42,5,259,147,93,56,359,137,212,420,48,1797,591,39,0,0,34,448,96,119
590,12/23/2020 10:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",472,661,2516,1468,50,1,518,281,159,80,365,129,340,422,126,2230,968,50,0,0,24,582,150,167
591,12/23/2020 10:00,Staff: State and Local Affected Facilities,277,347,185,462,0,11,87,27,0,9,14,40,0,81,2,10,94,0,0,0,0,224,40,42
592,12/23/2020 10:00,Patients: State and Local Affected Facilities,0,9,163,5,0,2,54,101,0,1,0,0,0,64,0,0,34,0,0,0,0,2,21,30
593,12/23/2020 10:00,Inmates: State and Local Affected Facilities,0,459,449,449,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0
594,12/23/2020 10:00,Youth: State and Local Affected Facilities,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0
601,12/30/2020 10:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",406,437,2038,1098,40,15,280,146,113,37,461,172,250,439,56,1668,633,41,0,0,41,432,104,91
602,12/30/2020 10:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",475,592,2496,1322,67,2,542,280,165,59,492,134,374,428,130,2156,1039,51,0,0,34,533,171,136
603,12/30/2020 10:00,Staff: State and Local Affected Facilities,299,372,196,492,0,11,90,27,0,9,14,27,0,85,0,16,94,0,0,0,0,299,41,49
604,12/30/2020 10:00,Patients: State and Local Affected Facilities,0,11,180,5,0,2,54,101,0,1,0,0,0,64,0,0,34,0,0,0,0,12,21,36
605,12/30/2020 10:00,Inmates: State and Local Affected Facilities,0,378,486,486,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0
606,12/30/2020 10:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0
607,12/30/2020 10:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",406,437,2038,1098,40,15,280,146,113,37,461,172,250,439,56,1668,633,41,0,0,41,432,104,91
608,12/30/2020 10:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",475,592,2496,1322,67,2,542,280,165,59,492,134,374,428,130,2156,1039,51,0,0,34,533,171,136
609,12/30/2020 10:00,Staff: State and Local Affected Facilities,299,372,196,492,0,11,90,27,0,9,14,27,0,85,0,16,94,0,0,0,0,299,41,49
610,12/30/2020 10:00,Patients: State and Local Affected Facilities,0,11,180,5,0,2,54,101,0,1,0,0,0,64,0,0,34,0,0,0,0,12,21,36
611,12/30/2020 10:00,Inmates: State and Local Affected Facilities,0,378,486,486,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0
612,12/30/2020 10:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0
613,1/6/2021 10:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",406,565,2114,1189,51,39,299,178,101,62,483,202,210,470,51,1667,723,44,0,0,46,462,111,101
614,1/6/2021 10:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",473,793,2614,1365,63,49,563,316,159,86,508,134,331,459,132,2155,1107,51,0,0,41,555,168,147
615,1/6/2021 10:00,Staff: State and Local Affected Facilities,308,378,204,494,0,11,97,29,0,9,15,42,0,90,3,18,95,0,0,0,0,345,41,49
616,1/6/2021 10:00,Patients: State and Local Affected Facilities,0,11,185,11,0,2,63,106,0,1,5,0,0,64,0,0,34,0,0,0,0,12,21,36
617,1/6/2021 10:00,Inmates: State and Local Affected Facilities,0,572,575,575,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0
618,1/6/2021 10:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0
619,1/13/2021 10:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",325,492,2238,1401,65,49,338,187,99,65,544,211,208,467,52,1830,915,44,0,0,57,496,130,105
620,1/13/2021 10:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",430,640,2665,1660,72,52,574,324,161,87,555,144,338,444,136,2158,1320,51,0,0,43,606,230,151
621,1/13/2021 10:00,Staff: State and Local Affected Facilities,304,416,211,447,0,11,111,0,0,22,18,24,3,94,3,0,110,0,0,0,0,362,68,49
622,1/13/2021 10:00,Patients: State and Local Affected Facilities,0,14,193,14,0,2,71,0,0,8,13,0,3,64,0,0,35,0,0,0,0,12,26,36
623,1/13/2021 10:00,Inmates: State and Local Affected Facilities,0,581,587,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0
624,1/13/2021 10:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,1/13/2021 10:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",325,492,2238,1401,65,49,338,187,99,65,544,211,208,467,52,1830,915,44,0,0,57,496,130,105
626,1/13/2021 10:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",430,640,2665,1660,72,52,574,324,161,87,555,144,338,444,136,2158,1320,51,0,0,43,606,230,151
627,1/13/2021 10:00,Staff: State and Local Affected Facilities,304,416,211,447,0,11,111,0,0,22,18,24,3,94,3,0,110,0,0,0,0,362,68,49
628,1/13/2021 10:00,Patients: State and Local Affected Facilities,0,14,193,14,0,2,71,0,0,8,13,0,3,64,0,0,35,0,0,0,0,12,26,36
629,1/13/2021 10:00,Inmates: State and Local Affected Facilities,0,581,587,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0
630,1/13/2021 10:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,1/20/2021 10:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",333,539,2258,1379,79,55,326,192,145,42,492,221,196,480,49,1912,968,49,0,0,58,435,153,108
632,1/20/2021 10:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",420,721,2590,1605,121,58,483,333,193,60,500,144,318,462,149,2247,1424,53,0,0,44,527,256,151
633,1/20/2021 10:00,Staff: State and Local Affected Facilities,150,421,138,534,0,11,112,29,0,22,24,24,12,96,0,0,113,0,0,0,0,351,76,49
634,1/20/2021 10:00,Patients: State and Local Affected Facilities,0,14,119,5,0,2,72,108,0,8,14,0,11,70,0,0,35,0,0,0,0,14,26,36
635,1/20/2021 10:00,Inmates: State and Local Affected Facilities,0,681,669,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,0,0
636,1/20/2021 10:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,1/27/2021 10:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",157,597,2129,1247,83,58,346,224,152,69,464,102,241,527,56,2007,837,50,0,0,61,381,141,78
638,1/27/2021 10:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",205,839,2449,1456,128,62,501,393,193,87,490,49,381,502,146,2318,1251,54,0,0,62,451,260,109
639,1/27/2021 10:00,Staff: State and Local Affected Facilities,184,469,141,555,0,11,115,29,0,43,27,24,12,99,0,0,132,0,0,0,0,393,76,50
640,1/27/2021 10:00,Patients: State and Local Affected Facilities,0,90,119,5,0,2,73,114,0,17,12,0,11,93,0,0,35,0,0,0,0,16,26,36
641,1/27/2021 10:00,Inmates: State and Local Affected Facilities,0,662,710,710,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,0,0
642,1/27/2021 10:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,2/3/2021 10:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",143,561,2047,1188,85,45,248,221,134,71,462,104,234,488,59,1853,612,51,0,0,64,429,145,74
644,2/3/2021 10:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",220,767,2303,1358,128,21,347,382,177,87,468,56,384,404,148,2156,989,55,0,0,64,517,261,108
645,2/3/2021 10:00,Staff: State and Local Affected Facilities,340,475,217,544,0,0,106,29,0,32,21,0,14,100,0,9,132,0,0,0,0,331,59,50
646,2/3/2021 10:00,Patients: State and Local Affected Facilities,0,90,195,90,0,0,54,116,0,17,0,0,13,93,0,0,35,0,0,0,0,16,21,36
647,2/3/2021 10:00,Inmates: State and Local Affected Facilities,0,668,787,787,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,0
648,2/3/2021 10:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,2/10/2021 10:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",145,549,1881,949,2,45,251,223,27,0,335,91,174,441,0,1277,501,0,0,0,68,331,190,32
650,2/10/2021 10:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",219,861,2180,1025,1,21,334,388,15,0,368,41,217,355,0,1483,726,0,0,0,65,358,296,35
651,2/10/2021 10:00,Staff: State and Local Affected Facilities,344,448,224,554,0,0,75,29,0,0,29,0,14,101,0,9,137,0,0,0,0,317,59,50
652,2/10/2021 10:00,Patients: State and Local Affected Facilities,0,75,197,75,0,0,54,116,0,0,14,0,13,93,0,0,35,0,0,0,0,17,21,36
653,2/10/2021 10:00,Inmates: State and Local Affected Facilities,0,469,806,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,0
654,2/10/2021 10:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,2/17/2021 10:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",218,444,1642,823,4,24,152,225,40,0,456,84,172,270,0,1100,498,51,0,0,53,227,189,0
656,2/17/2021 10:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",334,758,1874,897,1,11,248,389,19,0,453,39,203,281,0,1197,824,55,0,0,61,275,296,0
657,2/17/2021 10:00,Staff: State and Local Affected Facilities,163,361,226,417,0,0,0,29,0,0,32,0,0,104,0,20,137,0,0,0,0,355,5,0
658,2/17/2021 10:00,Patients: State and Local Affected Facilities,0,15,197,15,0,0,0,118,0,0,22,0,0,96,0,0,35,0,0,0,0,40,11,0
659,2/17/2021 10:00,Inmates: State and Local Affected Facilities,0,474,831,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,0,0
660,2/17/2021 10:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,2/17/2021 10:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",218,444,1642,823,4,24,152,225,40,0,456,84,172,270,0,1100,498,51,0,0,53,227,189,0
662,2/17/2021 10:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",334,758,1874,897,1,11,248,389,19,0,453,39,203,281,0,1197,824,55,0,0,61,275,296,0
663,2/17/2021 10:00,Staff: State and Local Affected Facilities,163,361,226,417,0,0,0,29,0,0,32,0,0,104,0,20,137,0,0,0,0,355,5,0
664,2/17/2021 10:00,Patients: State and Local Affected Facilities,0,15,197,15,0,0,0,118,0,0,22,0,0,96,0,0,35,0,0,0,0,40,11,0
665,2/17/2021 10:00,Inmates: State and Local Affected Facilities,0,474,831,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,0,0
666,2/17/2021 10:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,2/24/2021 10:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",239,313,1493,857,15,35,111,223,48,0,475,84,83,257,0,1417,492,52,0,0,70,211,183,30
668,2/24/2021 10:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",331,509,1650,945,1,30,185,386,19,0,492,39,84,253,0,1647,822,55,0,0,67,241,288,35
669,2/24/2021 10:00,Staff: State and Local Affected Facilities,152,366,228,581,0,0,0,29,0,0,32,0,0,21,0,11,137,0,0,0,0,204,5,0
670,2/24/2021 10:00,Patients: State and Local Affected Facilities,0,15,197,15,0,0,0,118,0,0,22,0,0,41,0,0,35,0,0,0,0,140,11,0
671,2/24/2021 10:00,Inmates: State and Local Affected Facilities,0,705,556,556,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,0
672,2/24/2021 10:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,2/24/2021 10:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",239,313,1493,857,15,35,111,223,48,0,475,84,83,257,0,1417,492,52,0,0,70,211,183,30
674,2/24/2021 10:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",331,509,1650,945,1,30,185,386,19,0,492,39,84,253,0,1647,822,55,0,0,67,241,288,35
675,2/24/2021 10:00,Staff: State and Local Affected Facilities,152,366,228,581,0,0,0,29,0,0,32,0,0,21,0,11,137,0,0,0,0,204,5,0
676,2/24/2021 10:00,Patients: State and Local Affected Facilities,0,15,197,15,0,0,0,118,0,0,22,0,0,41,0,0,35,0,0,0,0,140,11,0
677,2/24/2021 10:00,Inmates: State and Local Affected Facilities,0,705,556,556,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,0
678,2/24/2021 10:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,2/24/2021 10:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",239,313,1493,857,15,35,111,223,48,0,475,84,83,257,0,1417,492,52,0,0,70,211,183,30
680,2/24/2021 10:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",331,509,1650,945,1,30,185,386,19,0,492,39,84,253,0,1647,822,55,0,0,67,241,288,35
681,2/24/2021 10:00,Staff: State and Local Affected Facilities,152,366,228,581,0,0,0,29,0,0,32,0,0,21,0,11,137,0,0,0,0,204,5,0
682,2/24/2021 10:00,Patients: State and Local Affected Facilities,0,15,197,15,0,0,0,118,0,0,22,0,0,41,0,0,35,0,0,0,0,140,11,0
683,2/24/2021 10:00,Inmates: State and Local Affected Facilities,0,705,556,556,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,0
684,2/24/2021 10:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,3/3/2021 10:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",239,388,1239,791,16,35,106,223,24,0,342,116,28,200,0,977,412,53,0,0,72,251,184,30
686,3/3/2021 10:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",331,555,1315,912,2,26,182,386,11,0,353,91,36,180,0,1145,533,55,0,0,68,218,288,35
687,3/3/2021 10:00,Staff: State and Local Affected Facilities,0,332,151,509,0,0,76,29,0,0,23,0,0,0,0,11,137,0,0,0,0,97,32,0
688,3/3/2021 10:00,Patients: State and Local Affected Facilities,0,0,0,0,0,0,54,119,0,0,0,0,0,0,0,0,35,0,0,0,0,140,33,0
689,3/3/2021 10:00,Inmates: State and Local Affected Facilities,0,732,645,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,0,0
690,3/3/2021 10:00,Youth: State and Local Affected Facilities,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,3/10/2021 10:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",58,416,1203,684,17,35,158,0,25,0,278,116,32,121,0,764,304,53,0,0,72,120,113,30
692,3/10/2021 10:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",42,596,1241,788,2,26,219,0,11,0,304,91,47,96,0,874,374,55,0,0,68,84,188,35
693,3/10/2021 10:00,Staff: State and Local Affected Facilities,12,333,231,484,0,0,108,29,0,0,23,0,0,22,3,13,20,0,0,0,0,21,27,0
694,3/10/2021 10:00,Patients: State and Local Affected Facilities,0,0,0,0,0,0,54,119,0,0,0,0,0,41,1,0,0,0,0,0,0,0,22,0
695,3/10/2021 10:00,Inmates: State and Local Affected Facilities,0,448,753,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0
696,3/10/2021 10:00,Youth: State and Local Affected Facilities,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,3/10/2021 10:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",58,416,1203,684,17,35,158,0,25,0,278,116,32,121,0,844,304,53,0,0,72,120,113,30
698,3/10/2021 10:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",42,596,1241,788,2,26,219,0,11,0,304,91,47,96,0,1052,374,55,0,0,68,84,188,35
699,3/10/2021 10:00,Staff: State and Local Affected Facilities,12,333,231,484,0,0,108,29,0,0,23,0,0,22,3,13,20,0,0,0,0,21,27,0
700,3/10/2021 10:00,Patients: State and Local Affected Facilities,0,0,0,0,0,0,54,119,0,0,0,0,0,41,1,0,0,0,0,0,0,0,22,0
701,3/10/2021 10:00,Inmates: State and Local Affected Facilities,0,448,753,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0
702,3/10/2021 10:00,Youth: State and Local Affected Facilities,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,3/17/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",121,330,1078,688,24,63,99,69,61,0,318,85,36,23,0,860,139,0,0,0,0,77,109,0
704,3/17/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",165,491,1151,825,55,76,147,136,27,0,332,39,68,23,0,975,162,0,0,0,0,93,168,0
705,3/17/2021 11:00,Staff: State and Local Affected Facilities,160,168,232,574,0,0,110,29,0,0,24,0,14,22,0,13,20,0,0,0,0,176,33,0
706,3/17/2021 11:00,Patients: State and Local Affected Facilities,0,0,198,0,0,0,54,120,0,0,0,0,19,41,0,0,0,0,0,0,0,117,36,0
707,3/17/2021 11:00,Inmates: State and Local Affected Facilities,0,385,584,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0
708,3/17/2021 11:00,Youth: State and Local Affected Facilities,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,3/17/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",121,330,1078,688,24,63,99,69,61,0,318,85,36,23,0,860,139,0,0,0,0,77,109,0
710,3/17/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",165,491,1151,825,55,76,147,136,27,0,332,39,68,23,0,975,162,0,0,0,0,93,168,0
711,3/17/2021 11:00,Staff: State and Local Affected Facilities,160,168,232,574,0,0,110,29,0,0,24,0,14,22,0,13,20,0,0,0,0,176,33,0
712,3/17/2021 11:00,Patients: State and Local Affected Facilities,0,0,198,0,0,0,54,120,0,0,0,0,19,41,0,0,0,0,0,0,0,117,36,0
713,3/17/2021 11:00,Inmates: State and Local Affected Facilities,0,385,584,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0
714,3/17/2021 11:00,Youth: State and Local Affected Facilities,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,3/17/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",121,330,1078,688,24,63,99,69,61,0,318,85,36,23,0,860,139,0,0,0,0,77,109,0
716,3/17/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",165,491,1151,825,55,76,147,136,27,0,332,39,68,23,0,975,162,0,0,0,0,93,168,0
717,3/17/2021 11:00,Staff: State and Local Affected Facilities,160,168,232,574,0,0,110,29,0,0,24,0,14,22,0,13,20,0,0,0,0,176,33,0
718,3/17/2021 11:00,Patients: State and Local Affected Facilities,0,0,198,0,0,0,54,120,0,0,0,0,19,41,0,0,0,0,0,0,0,117,36,0
719,3/17/2021 11:00,Inmates: State and Local Affected Facilities,0,385,584,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0
720,3/17/2021 11:00,Youth: State and Local Affected Facilities,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,3/24/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",122,324,1012,778,31,63,38,166,39,25,301,85,33,54,25,927,124,0,0,0,0,193,109,0
722,3/24/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",165,379,1128,912,64,76,52,300,53,27,340,39,42,44,76,1160,167,0,0,0,0,259,167,0
723,3/24/2021 11:00,Staff: State and Local Affected Facilities,150,253,81,582,0,0,110,29,0,0,24,0,14,22,0,13,141,0,0,0,0,355,32,0
724,3/24/2021 11:00,Patients: State and Local Affected Facilities,0,0,78,0,0,0,54,120,0,0,0,0,19,41,0,0,36,0,0,0,0,0,33,0
725,3/24/2021 11:00,Inmates: State and Local Affected Facilities,0,589,810,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0
726,3/24/2021 11:00,Youth: State and Local Affected Facilities,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,3/31/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",119,421,1223,1160,46,0,192,168,52,26,173,85,93,117,25,848,263,0,0,0,0,119,0,43
728,3/31/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",220,491,1321,1392,67,0,321,300,58,27,234,39,74,116,76,1096,317,0,0,0,0,130,0,46
729,3/31/2021 11:00,Staff: State and Local Affected Facilities,321,278,236,563,0,0,92,29,0,33,24,0,0,22,0,14,23,0,0,0,0,277,5,52
